response_id,status,language,sessionid,user_agent,tags,ip_address,longitude,latitude,country,city,state_region,postal,which_higher_education_institution_do_you_or_did_you_study_at?,what_is_your_current_year_of_study_as_of_2025?,what_will_be_your_highest_qualification_when_you_graduate?,which_of_the_following_best_describes_the_main_subject_that_you_are_studying?,please_indicate_your_nationality,what_is_your_gender?,which_of_these_statements_best_describes_your_current_perception_of_the_organisation_as_an_employer?,types_of_roles_available:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),career_progression_and_development:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),compensation_and_benefits:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),work-life_balance_and_culture:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),application_and_interview_process:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3)__1,"on_a_scale_from_1_to_10_(1_–_low,_10_–_high),_how_would_you_rate_the_attractiveness_of_the_organisation_as_an_employer?",which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,other_-_write_in_(required):which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,student_interest_profile,time_taken,student_segment,rating_col,year_group,nationality_group,gender_group,field_group,perception_group,motivation_group,score_group,segment
77,Complete,English,1757061398_68baa116626333.57893476,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.66.170,103.80139923096,1.3673000335693,Singapore,,,,Singapore Management University (SMU),Year 3,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",4132.916666666667,Late Talent (Graduate Seekers),7.0,Year 3,Singaporean/PR,Male,Social Sciences,Positive but Uninformed,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
78,Complete,English,1757061414_68baa126015622.43131157,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,202.161.35.29,103.8637008667,1.3595999479294,Singapore,Singapore,0,55.0,Singapore Management University (SMU),Year 3,Bachelor's Degree,Politics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Work-life balance,,"Types of roles available, Career progression and development, Compensation and benefits",1.5833333333333333,Late Talent (Graduate Seekers),8.0,Year 3,Singaporean/PR,Female,IT/Tech,Familiar & Positive,Work-Life Balance,High (8-10),Other Segment
79,Complete,English,1757061854_68baa2de054aa2.35595702,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,119.56.74.57,103.80139923096,1.3673000335693,Singapore,,,,Singapore Management University (SMU),Year 3,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,7.0,Career growth opportunities,,"Types of roles available, Career progression and development, Application and interview process",1.65,Late Talent (Graduate Seekers),7.0,Year 3,Singaporean/PR,Female,IT/Tech,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
80,Complete,English,1757061921_68baa321f148a7.96217010,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1",,202.161.35.16,103.8637008667,1.3595999479294,Singapore,Singapore,0,55.0,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",0.9833333333333333,Late Talent (Graduate Seekers),7.0,Year 4,Singaporean/PR,Female,Business/Management,Familiar & Positive,Meaningful Work Impact,Medium (5-7),Other Segment
81,Complete,English,1757061923_68baa323188e30.51516018,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,202.161.35.15,103.8637008667,1.3595999479294,Singapore,Singapore,0,55.0,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Work-life balance,,"Types of roles available, Career progression and development, Compensation and benefits",1.0333333333333334,Late Talent (Graduate Seekers),7.0,Year 4,Singaporean/PR,Male,Business/Management,Recognize but Unclear,Work-Life Balance,Medium (5-7),High Potential but Uninformed
83,Complete,English,1757063827_68baaa93a07c74.77817106,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,119.234.53.174,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Career growth opportunities,,"Types of roles available, Career progression and development, Compensation and benefits",1.5333333333333334,Late Talent (Graduate Seekers),7.0,Year 4,Singaporean/PR,Female,Business/Management,Recognize but Unclear,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
86,Complete,English,1757249311_68bd7f1fa87d96.81889976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.180.17,103.64980316162,1.3154000043869,Singapore,Tuas,0,63.0,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",0.7166666666666667,Early Talent (Internship Seekers),8.0,Year 2,Singaporean/PR,Male,Engineering,Positive but Uninformed,Meaningful Work Impact,High (8-10),Engineering Pragmatists
88,Complete,English,1757505769_68c168e9a425c6.69835127,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.214.106,103.8637008667,1.3595999479294,Singapore,Singapore,0,55.0,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,,Work-life balance and culture,Application and interview process,,,6.0,Work-life balance,,"Career progression and development, Work-life balance and culture, Application and interview process",1.7166666666666666,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Female,Business/Management,Positive but Uninformed,Work-Life Balance,Medium (5-7),High Potential but Uninformed
89,Complete,English,1757505770_68c168ea198f58.53851300,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.56.124,103.88590240479,1.3552000522614,Singapore,Singapore,0,53.0,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,4.0,Job security,,"Types of roles available, Compensation and benefits, Work-life balance and culture",1.0333333333333334,Early Talent (Internship Seekers),4.0,Year 1,Singaporean/PR,Female,Engineering,Familiar & Positive,Job Security,Low (1-4),Disengaged/Non-Target
91,Complete,English,1757505765_68c168e5d12d61.72739308,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.91 Mobile/15E148 Safari/604.1",,117.20.154.123,103.74729919434,1.3849999904633,Singapore,Singapore,0,68.0,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,10.0,Work-life balance,,"Types of roles available, Career progression and development, Compensation and benefits",172.45,Early Talent (Internship Seekers),10.0,Year 1,Singaporean/PR,Female,IT/Tech,Familiar & Positive,Work-Life Balance,High (8-10),Other Segment
93,Complete,English,1757505766_68c168e641c138.47469546,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.101 Mobile/15E148 Safari/604.1",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8.0,Job security,,"Types of roles available, Career progression and development, Work-life balance and culture",145.36666666666667,Early Talent (Internship Seekers),8.0,Year 1,Singaporean/PR,Female,Business/Management,Positive but Uninformed,Job Security,High (8-10),Career-Driven Business Students
96,Complete,English,1757505771_68c168ebc22e39.08711322,Mozilla/5.0 (Android 16; Mobile; rv:142.0) Gecko/142.0 Firefox/142.0,,111.65.44.69,103.8637008667,1.3595999479294,Singapore,Singapore,0,55.0,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7.0,Meaningful work impact,,"Types of roles available, Compensation and benefits, Work-life balance and culture",1.2333333333333334,Late Talent (Graduate Seekers),7.0,Year 3,Singaporean/PR,Female,Engineering,Unfamiliar/No Opinion,Meaningful Work Impact,Medium (5-7),Engineering Pragmatists
97,Complete,English,1757505785_68c168f946b8d2.37721670,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,119.234.11.141,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,7.0,Career growth opportunities,,"Compensation and benefits, Work-life balance and culture, Application and interview process",1.55,Early Talent (Internship Seekers),7.0,Year 1,Singaporean/PR,Female,Engineering,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
105,Complete,English,1757505779_68c168f37451e7.41738702,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.69.83,103.91429901123,1.315299987793,Singapore,Singapore,0,42.0,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6.0,Work-life balance,,"Types of roles available, Compensation and benefits, Work-life balance and culture",142.85,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Male,Social Sciences,Recognize but Unclear,Work-Life Balance,Medium (5-7),High Potential but Uninformed
118,Complete,English,1757514537_68c18b29d89786.19490151,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.184.3,103.7266998291,1.3298000097275,Singapore,Jurong,0,61.0,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Work-life balance,,"Types of roles available, Career progression and development, Work-life balance and culture",4.833333333333333,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Female,Business/Management,Recognize but Unclear,Work-Life Balance,Medium (5-7),High Potential but Uninformed
119,Complete,English,1757515193_68c18db97e8ae4.64614290,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Safari/605.1.15",,155.69.181.2,103.64980316162,1.3154000043869,Singapore,Tuas,0,63.0,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",3.283333333333333,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Female,Engineering,Recognize but Unclear,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
120,Complete,English,1757515030_68c18d167d0ad3.93101228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.180.2,103.64980316162,1.3154000043869,Singapore,Tuas,0,63.0,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,4.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",6.716666666666667,Early Talent (Internship Seekers),4.0,Year 1,Singaporean/PR,Female,Economics,Unfamiliar/No Opinion,Career Growth Opportunities,Low (1-4),Disengaged/Non-Target
123,Complete,English,1757577920_68c282c05f8515.90527926,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.192.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,6.0,Job security,,"Types of roles available, Career progression and development, Application and interview process",7.2,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Job Security,Medium (5-7),High Potential but Uninformed
