Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying? ,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?   ",Which of these factors would most motivate you to apply for a position at the organisation?  ,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?  
65,"Sep 5, 2025 3:53:50 PM","Sep 5, 2025 3:54:55 PM",Complete,English,1757058824_68ba970846a311.64426194,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,122.11.245.16,103.8554001,1.303599954,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,9,Meaningful work impact,
66,"Sep 5, 2025 3:59:23 PM","Sep 5, 2025 3:59:43 PM",Disqualified,English,1757059156_68ba98543f2301.74269862,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.6.217,103.8554001,1.303599954,Singapore,Singapore,0,18,Singapore Management University (SMU),Others,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Male,,,,,,,,,,,
67,"Sep 5, 2025 4:00:09 PM","Sep 5, 2025 4:00:57 PM",Complete,English,1757059206_68ba9886884065.95635060,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.33.159,103.8367004,1.365200043,Singapore,Singapore,0,57,Singapore Management University (SMU),Year 4,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,6,Meaningful work impact,
68,"Sep 5, 2025 4:03:56 PM","Sep 5, 2025 4:05:40 PM",Complete,English,1757059429_68ba99654a8c96.53192895,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,202.161.35.16,103.8637009,1.359599948,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,,Application and interview process,,,8,Meaningful work impact,
69,"Sep 5, 2025 4:10:33 PM","Sep 7, 2025 3:38:17 PM",Complete,English,1757059823_68ba9aef452174.84327629,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.119 Mobile/15E148 Safari/604.1",,119.56.71.55,103.8013992,1.367300034,Singapore,,,,Singapore Management University (SMU),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8,Work-life balance,
70,"Sep 5, 2025 4:11:27 PM","Sep 5, 2025 4:12:05 PM",Disqualified,English,1757059881_68ba9b29ac8803.40132590,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,117.20.154.48,103.7472992,1.38499999,Singapore,Singapore,0,68,Singapore Management University (SMU),Others,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,,,,,,,,,,,
71,"Sep 5, 2025 4:15:08 PM","Sep 5, 2025 4:16:45 PM",Complete,English,1757060098_68ba9c02267d58.64220687,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,119.234.18.78,103.8554001,1.303599954,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
72,"Sep 5, 2025 4:15:08 PM","Sep 6, 2025 1:21:59 AM",Complete,English,1757060095_68ba9bffa7dc01.58389923,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,202.161.35.27,103.8637009,1.359599948,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Career growth opportunities,
73,"Sep 5, 2025 4:15:36 PM","Sep 5, 2025 4:16:45 PM",Complete,English,1757060127_68ba9c1fa8ea70.51980889,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.96.24,103.8723984,1.334300041,Singapore,Singapore,0,34,Singapore Management University (SMU),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Job security,
74,"Sep 5, 2025 4:15:44 PM","Sep 5, 2025 4:16:49 PM",Complete,English,1757060136_68ba9c28b3d3f2.23020398,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.10.245,103.8554001,1.303599954,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 3,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,7,Meaningful work impact,
75,"Sep 5, 2025 4:21:06 PM","Sep 5, 2025 10:12:41 PM",Complete,English,1757060461_68ba9d6d641a08.26710243,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.122.109,-97.8219986,37.75099945,United States,,,,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7,Meaningful work impact,
76,"Sep 5, 2025 4:23:29 PM","Sep 5, 2025 4:24:01 PM",Disqualified,English,1757060603_68ba9dfbd12263.46249387,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.245.140,103.8554001,1.303599954,Singapore,Singapore,0,18,Singapore Management University (SMU),Others,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,,,,,,,,,,,
77,"Sep 5, 2025 4:36:42 PM","Sep 8, 2025 1:29:37 PM",Complete,English,1757061398_68baa116626333.57893476,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.66.170,103.8013992,1.367300034,Singapore,,,,Singapore Management University (SMU),Year 3,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Meaningful work impact,
78,"Sep 5, 2025 4:37:03 PM","Sep 5, 2025 4:38:38 PM",Complete,English,1757061414_68baa126015622.43131157,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,202.161.35.29,103.8637009,1.359599948,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 3,Bachelor's Degree,Politics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Work-life balance,
79,"Sep 5, 2025 4:44:19 PM","Sep 5, 2025 4:45:58 PM",Complete,English,1757061854_68baa2de054aa2.35595702,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,119.56.74.57,103.8013992,1.367300034,Singapore,,,,Singapore Management University (SMU),Year 3,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,7,Career growth opportunities,
80,"Sep 5, 2025 4:45:27 PM","Sep 5, 2025 4:46:26 PM",Complete,English,1757061921_68baa321f148a7.96217010,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1",,202.161.35.16,103.8637009,1.359599948,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Meaningful work impact,
81,"Sep 5, 2025 4:45:29 PM","Sep 5, 2025 4:46:31 PM",Complete,English,1757061923_68baa323188e30.51516018,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,202.161.35.15,103.8637009,1.359599948,Singapore,Singapore,0,55,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Work-life balance,
82,"Sep 5, 2025 4:46:08 PM","Sep 5, 2025 4:47:34 PM",Partial,English,1757061955_68baa343087966.53377402,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.96.162,103.8723984,1.334300041,Singapore,Singapore,0,34,Singapore Management University (SMU),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,,,,,,,,,,,
83,"Sep 5, 2025 5:17:11 PM","Sep 5, 2025 5:18:43 PM",Complete,English,1757063827_68baaa93a07c74.77817106,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,119.234.53.174,103.8554001,1.303599954,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Career growth opportunities,
84,"Sep 6, 2025 10:02:44 AM","Sep 6, 2025 10:02:44 AM",Partial,English,1757124158_68bb963e86fc89.98940455,"Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.7258.158 Mobile Safari/537.36",,101.127.49.128,103.8862991,1.369099975,Singapore,Singapore,0,54,,,,,,,,,,,,,,,,,
85,"Sep 6, 2025 2:10:49 PM","Sep 6, 2025 2:10:49 PM",Partial,English,1757139043_68bbd0632d46c9.76103696,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,121.7.102.75,103.8376007,1.283499956,Singapore,Singapore,0,16,,,,,,,,,,,,,,,,,
86,"Sep 7, 2025 8:53:30 PM","Sep 7, 2025 8:54:13 PM",Complete,English,1757249311_68bd7f1fa87d96.81889976,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",,155.69.180.17,103.6498032,1.315400004,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
87,"Sep 10, 2025 8:02:49 PM","Sep 10, 2025 8:03:49 PM",Disqualified,English,1757505766_68c168e648f820.08821731,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,210.10.2.213,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)","Non-Singaporean, with long-term residence status",Male,,,,,,,,,,,
88,"Sep 10, 2025 8:02:59 PM","Sep 10, 2025 8:04:42 PM",Complete,English,1757505769_68c168e9a425c6.69835127,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.214.106,103.8637009,1.359599948,Singapore,Singapore,0,55,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,,Work-life balance and culture,Application and interview process,,,6,Work-life balance,
89,"Sep 10, 2025 8:02:56 PM","Sep 10, 2025 8:03:58 PM",Complete,English,1757505770_68c168ea198f58.53851300,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.56.124,103.8859024,1.355200052,Singapore,Singapore,0,53,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,4,Job security,
90,"Sep 10, 2025 8:03:00 PM","Sep 10, 2025 8:04:01 PM",Disqualified,English,1757505775_68c168ef95ab82.89506817,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,155.69.192.66,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Postgraduate certificate/diploma,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,,,,,,,,,,,
91,"Sep 10, 2025 8:03:03 PM","Sep 10, 2025 10:55:30 PM",Complete,English,1757505765_68c168e5d12d61.72739308,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/136.0.7103.91 Mobile/15E148 Safari/604.1",,117.20.154.123,103.7472992,1.38499999,Singapore,Singapore,0,68,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,10,Work-life balance,
92,"Sep 10, 2025 8:02:55 PM","Sep 10, 2025 8:03:59 PM",Disqualified,English,1757505769_68c168e9953170.94303563,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,210.10.7.162,103.8972015,1.327000022,Singapore,Singapore,0,40,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)","Non-Singaporean, no long-term residence status",Female,,,,,,,,,,,
93,"Sep 10, 2025 8:03:01 PM","Sep 10, 2025 10:28:23 PM",Complete,English,1757505766_68c168e641c138.47469546,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/140.0.7339.101 Mobile/15E148 Safari/604.1",,155.69.193.67,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8,Job security,
94,"Sep 10, 2025 8:03:02 PM","Sep 10, 2025 8:03:44 PM",Disqualified,English,1757505762_68c168e2ef3bb7.95254537,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,119.234.33.186,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)","Non-Singaporean, no long-term residence status",Male,,,,,,,,,,,
95,"Sep 10, 2025 8:03:09 PM","Sep 10, 2025 10:30:48 PM",Partial,English,1757505759_68c168df969ee5.77237935,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,155.69.193.66,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,,,,,,,,,,,
96,"Sep 10, 2025 8:03:11 PM","Sep 10, 2025 8:04:25 PM",Complete,English,1757505771_68c168ebc22e39.08711322,Mozilla/5.0 (Android 16; Mobile; rv:142.0) Gecko/142.0 Firefox/142.0,,111.65.44.69,103.8637009,1.359599948,Singapore,Singapore,0,55,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7,Meaningful work impact,
97,"Sep 10, 2025 8:03:08 PM","Sep 10, 2025 8:04:41 PM",Complete,English,1757505785_68c168f946b8d2.37721670,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36",,119.234.11.141,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,7,Career growth opportunities,
